Assessment ID,Species or Taxon,Common Names,Year Assessed,Countries,Publication,Criteria system,Status,Publication citation,Scope
94541,"Alticola stoliczkanus Blanford, 1875","Stoliczka's Vole, Stoliczka's Mountain Vole",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94546,"Alticola stracheyi Thomas, 1880","Thomas's Short-tailed Vole, Thomas's Mountain Vole",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94545,"Alticola stracheyi Thomas, 1880","Thomas's Short-tailed Vole, Thomas's Mountain Vole",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94549,"Anourosorex squamipes Milne-Edwards, 1872",Mole-Shrew,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94553,"Apodemus gurkha Thomas, 1924",Himalayan Wood Mouse,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Endangered
EN","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94558,"Apodemus sylvaticus Linnaeus, 1758","Wood Mouse ­, Field Mouse",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened (Downlisted from Vulnerable)
NT°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94556,"Apodemus sylvaticus Linnaeus, 1758","Wood Mouse ­, Field Mouse",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94560,"Atherurus macrourus Linnaeus, 1758",Asiatic Brush-tailed Porcupine,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94566,"Bandicota bengalensis Gray & Hardwicke, 1833",Lesser Bandicoot-Rat,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94564,"Bandicota bengalensis Gray & Hardwicke, 1833",Lesser Bandicoot-Rat,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94571,"Bandicota indica Bechstein, 1800",Large Bandicoot-Rat,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94570,"Bandicota indica Bechstein, 1800",Large Bandicoot-Rat,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94576,"Belomys pearsonii Gray, 1842",Hairy-footed Flying Squirrel,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Endangered
EN","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94575,"Belomys pearsonii Gray, 1842",Hairy-footed Flying Squirrel,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94583,"Callosciurus erythraeus Pallas, 1799","Pallas' Squirrel, Red-bellied Squirrel",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94588,"Callosciurus pygerythrus I. G. Saint-Hilaire, 1831","Irrawady Squirrel, Hoary-bellied Himalayan Squirrel, Hoary-bellied Squirrel",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94587,"Callosciurus pygerythrus I. G. Saint-Hilaire, 1831","Irrawady Squirrel, Hoary-bellied Himalayan Squirrel, Hoary-bellied Squirrel",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94595,"Cannomys badius Hodgson, 1841",Bay Bamboo Rat,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened (Downlisted from Vulnerable)
NT°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94594,"Cannomys badius Hodgson, 1841",Bay Bamboo Rat,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94598,"Caprolagus hispidus Pearson, 1839","Hispid Hare, Assam Rabbit",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Critically Endangered
CR","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94597,"Caprolagus hispidus Pearson, 1839","Hispid Hare, Assam Rabbit",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Endangered
EN","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94602,"Chimmarogale himalayica Gray, 1842","Himalayan Water Shrew, Himalayan Water Shrew",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable (Downlisted from Endangered)
VU°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94601,"Chimmarogale himalayica Gray, 1842","Himalayan Water Shrew, Himalayan Water Shrew",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94606,"Cremnomys blanfordi Thomas, 1881","Blanford's Rat, White-tailed Wood Rat",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94612,"Cricetulus alticola Thomas, 1917",Ladakh Hamster,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Data Deficient
DD","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94611,"Cricetulus alticola Thomas, 1917",Ladakh Hamster,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened (Downlisted from Vulnerable)
NT°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94614,"Cricetulus migratorius Pallas, 1773","Little Grey Hamster, Grey Hamster ­",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94619,"Crocidura attenuate Milne-Edwards, 1872","Grey Shrew, Grey woodland Shrew",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable (Downlisted from Endangered)
VU°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94618,"Crocidura attenuate Milne-Edwards, 1872","Grey Shrew, Grey woodland Shrew",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94622,"Crocidura gueldenstaedtii Pallas, 1811",Gueldenstaedt's White-toothed Shrew,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Not Evaluated
NE","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
